,Unnamed: 0,id,date,timepandemic,age,raceD,canada,provinceCA,sex,genderid,genderD,SexOrientationR,LGBTQ,LGBT_Subgroup,ARM_P,ARM_R,ARM_Total,WCC_P,WCC_SS,WCC_B,WCC_W,WCC_A,WCC_missing,Resilience_1,Resilience_2,Resilience_3,Resilience_4,Resilience_5,Resilience_6,Resilience_7,Resilience_8,Resilience_9,Resilience_10,Resilience_11,Resilience_12,Resilience_13,Resilience_14,Resilience_15,Resilience_16,Resilience_17,Coping_1,Coping_2,Coping_3,Coping_4,Coping_5,Coping_6,Coping_7,Coping_8,Coping_9,Coping_10,Coping_11,Coping_12,Coping_13,Coping_14,Coping_15,Coping_16,Coping_17,Coping_18,Coping_19,Coping_20,Coping_21,Coping_22,Coping_23,Coping_24,Coping_25,Coping_26,Coping_27,Coping_28,Coping_29,Coping_30,Coping_31,Coping_32,Coping_33,Coping_34,Coping_35,Coping_36,Coping_37,Coping_38,Coping_39,Coping_40,Coping_41,Coping_42
2600,2600,2601,11/16/2020 4:36:35,248,38,0,1,9,0,0,0,7,1,2,40,27,67,25,13,3,12,14,1,4,4,5,3,3,5,3,4,2,4,4,3,5,5,4,5,4,2,1,2,1,2,3,2,1,1,2,1,1,3,1,2,1,2,2,1,1,2,1,2,1,1,1,3,2,1,1,2,1,2,1,2,1,3,3,1,2,1,1
2601,2601,2602,11/16/2020 9:33:54,248,58,1,1,7,1,1,0,7,1,2,31,25,56, , , , , ,0,4,1,5,3,4,3,3,3,3,3,4,2,4,4,4,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2602,2602,2603,11/16/2020 11:00:25,248,32,1,1,11,0,0,0,7,1,2,40,32,72,43,21,6,25,24,1,3,5,5,5,4,4,5,5,3,4,5,2,4,4,5,5,4,2,3,3,2,3,2,3,4,3,4,3,1,3,2,2,3,4,3,1,2,2,2,3,3,2,3,4,3,3,4,4,3,3,3,3,4,3,4,2,3,2,3
2603,2603,2604,11/16/2020 11:49:03,248,65,1,1,11,0,0,0,7,1,2,31,25,56,35,8,5,13,18,1,3,1,4,1,3,5,4,2,2,3,5,3,4,4,5,3,4,1,1,1,1,3,3,1,1,1,1,1,2,2,3,3,2,3,3,2,1,1,1,2,2,1,2,3,3,3,3,3,3,1,1,1,2,2,1,2,1,2,3
2604,2604,2605,11/16/2020 14:31:43,248,54,1,1,11,0,0,0,7,1,2,36,30,66,27,7,3,11,12,1,5,3,4,4,4,5,4,3,4,3,4,3,3,3,5,4,5,3,4,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
2605,2605,2606,11/16/2020 15:46:12,248,34,1,1,11,0,0,0,7,1,2,30,23,53,27,12,4,11,11,1,3,4,4,5,3,4,3,2,2,1,2,2,4,3,4,4,3,1,3,2,2,3,3,1,1,3,2,1,1,3,1,2,3,1,2,1,1,3,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
2606,2606,2607,11/17/2020 3:49:57,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2607,2607,2608,11/17/2020 5:49:05,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2608,2608,2609,11/17/2020 6:32:26,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2609,2609,2610,11/17/2020 7:05:37,249,35,0,1,11,0,0,0,7,1,2,35,29,64,14,7,3,8,13,1,4,4,4,3,4,5,3,4,3,3,4,3,3,4,5,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2610,2610,2611,11/17/2020 7:53:02,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2611,2611,2612,11/17/2020 8:08:00,249,36,1,1,11,1,1,0,1,0,0,35,27,62, , , , , ,0,3,3,4,5,3,3,4,3,4,1,4,4,4,4,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2612,2612,2613,11/17/2020 8:40:53,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2613,2613,2614,11/17/2020 8:41:26,249,50,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2614,2614,2615,11/17/2020 8:46:24,249,33,1,0, , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2615,2615,2616,11/17/2020 8:47:54,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2616,2616,2617,11/17/2020 8:48:50,249,30,1,1,11,0,0,0,7,1,2,40,31,71, , , , , ,0,4,4,4,5,4,5,5,5,4,2,4,4,5,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2617,2617,2618,11/17/2020 8:51:04,249,24,1,1,11,0,0,0,7,1,2,43,34,77, , , , , ,0,4,5,4,5,5,5,4,5,4,4,5,4,4,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2618,2618,2619,11/17/2020 8:54:45,249,36,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2619,2619,2620,11/17/2020 8:54:46,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2620,2620,2621,11/17/2020 8:58:21,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2621,2621,2622,11/17/2020 9:00:24,249,35,1,0, , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2622,2622,2623,11/17/2020 9:04:54,249,25,1,1,11,1,1,0,4,1,3,39,32,71, , , , , ,0,2,4,4,4,5,5,5,5,3,3,4,3,5,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2623,2623,2624,11/17/2020 9:05:12,249,22,0,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2624,2624,2625,11/17/2020 9:05:32,249,21,1,1,11,0,0,0,7,1,2,37,26,63, , , , , ,0,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2625,2625,2626,11/17/2020 9:07:29,249,26,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2626,2626,2627,11/17/2020 9:19:46,249,25,1,1,11,0,0,0,7,1,2,36,31,67, , , , , ,0,2,3,3,5,4,4,4,3,4,3,5,5,4,4,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2627,2627,2628,11/17/2020 9:20:26,249,28,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2628,2628,2629,11/17/2020 9:33:16,249,25,1,1,11,0,0,0,7,1,2,41,33,74, , , , , ,0,4,5,3,5,5,5,4,5,4,3,5,5,4,4,5,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2629,2629,2630,11/17/2020 9:42:51,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2630,2630,2631,11/17/2020 9:44:44,249,26,1,0, , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2631,2631,2632,11/17/2020 9:44:47,249,19,0,1,11,0,0,0,7,1,2, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2632,2632,2633,11/17/2020 9:46:23,249,26,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2633,2633,2634,11/17/2020 9:52:05,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2634,2634,2635,11/17/2020 9:57:21,249,20,1,1,11,1,1,0,4,1,3,24,14,38, , , , , ,0,3,3,2,2,2,4,2,1,2,1,2,3,3,3,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2635,2635,2636,11/17/2020 10:08:39,249,22,1,1,11,1,1,0,7,1,2,37,30,67, , , , , ,0,4,4,3,5,4,5,5,3,3,3,4,4,4,4,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2636,2636,2637,11/17/2020 10:09:51,249,29,1,1,11,0,0,0,7,1,2,41,26,67,15,11,3,13,15,1,4,5,4,2,3,5,4,3,4,2,4,4,5,5,4,4,5,1,1,2,1,2,1,1,3,1,3,3,1,1,1,4,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2637,2637,2638,11/17/2020 10:35:54,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2638,2638,2639,11/17/2020 10:41:31,249,24,1,1,11,1,1,0,6,1,2,46,33,79, , , , , ,0,5,5,3,5,4,5,4,4,5,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2639,2639,2640,11/17/2020 10:52:45,249,40,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2640,2640,2641,11/17/2020 10:54:53,249,37,1,1,11,1,1,0,6,1,2,41,29,70, , , , , ,0,4,5,5,4,3,5,4,4,4,3,4,4,4,4,4,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2641,2641,2642,11/17/2020 11:00:53,249,23,0,1,11,1,1,0,7,1,2, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2642,2642,2643,11/17/2020 11:06:53,249,22,1,1,11,0,0,0,7,1,2,47,31,78, , , , , ,0,4,5,4,4,4,5,5,5,5,5,5,5,5,4,4,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2643,2643,2644,11/17/2020 11:43:46,249,63,1,1,11,1,1,0,4,1,3, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2644,2644,2645,11/17/2020 11:47:32,249,23,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2645,2645,2646,11/17/2020 11:49:42,249,20,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2646,2646,2647,11/17/2020 12:04:27,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2647,2647,2648,11/17/2020 12:59:45,249,20,1,1,11,1,1,0,4,1,3,33,16,49,34,14,4,14,15,1,4,4,3,3,2,3,3,1,3,1,2,4,3,4,3,4,2,3,3,2,2,3,3,3,2,3,3,1,1,1,1,2,3,3,3,1,1,2,1,3,2,1,1,2,1,3,3,3,1,1,1,2,1,1,2,1,1,2,2
2648,2648,2649,11/17/2020 13:22:34,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2649,2649,2650,11/17/2020 13:49:33,249,22,1,1,11,1,1,0,7,1,2,33,32,65,36,12,6,18,12,1,3,3,2,5,5,5,4,4,3,4,4,3,4,3,5,4,4,3,2,3,3,3,3,1,1,3,1,2,1,3,1,1,2,3,3,1,2,3,3,2,2,1,3,1,3,3,3,3,1,1,1,1,2,2,1,1,2,1,2
2650,2650,2651,11/17/2020 13:53:35,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2651,2651,2652,11/17/2020 14:13:28,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2652,2652,2653,11/17/2020 14:21:21,249,27,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2653,2653,2654,11/17/2020 14:29:57,249,22,1,1, ,0,0,0,7,1,2, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2654,2654,2655,11/17/2020 15:13:04,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2655,2655,2656,11/17/2020 15:32:49,249,54,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2656,2656,2657,11/17/2020 15:37:18,249,30,1,1,11,1,1,0,7,1,2, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2657,2657,2658,11/17/2020 15:54:20,249,26,0,1,11,1,1,0,6,1,2,32,26,58, , , , , ,0,2,5,3,4,3,4,4,4,3,2,4,3,4,4,4,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2658,2658,2659,11/17/2020 16:02:30,249,23,1,1,11,1,3,1,4,1,1,35,28,63, , , , , ,0,4,4,3,4,4,5,3,4,4,2,3,4,4,4,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2659,2659,2660,11/17/2020 16:07:58,249,29,1,1,11,1,3,1,4,1,1,34,28,62, , , , , ,0,3,3,4,4,4,4,3,4,4,2,4,4,4,4,5,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2660,2660,2661,11/17/2020 16:43:59,249,30,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2661,2661,2662,11/17/2020 16:57:56,249,38,1,1,11,0,0,0,7,1,2,31,26,57, , , , , ,0,4,4,4,4,3,5,3,3,2,3,3,2,3,3,5,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2662,2662,2663,11/17/2020 17:11:55,249,37,1,1,11,0,0,0,7,1,2, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2663,2663,2664,11/17/2020 17:38:58,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2664,2664,2665,11/17/2020 17:42:48,249,45,1,1,1,0,0,0,7,1,2,32,26,58,14,7,3,8,10,1,4,4,3,4,4,5,3,2,3,3,3,3,3,3,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2665,2665,2666,11/17/2020 17:53:57,249,21,1,1,11,1,1,0,4,1,3,35,29,64, , , , , ,0,3,4,4,5,3,5,4,2,2,4,4,2,4,5,5,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2666,2666,2667,11/17/2020 18:03:09,249,50,1,1,11,0,0,0,7,1,2,42,32,74,19,15,3,11,12,1,4,3,3,5,4,5,5,4,4,4,5,4,5,5,5,5,4,1,2,3,1,3,3,1,1,2,3,1,1,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1
2667,2667,2668,11/17/2020 18:41:13,249,38,0,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2668,2668,2669,11/17/2020 18:42:31,249,25,0,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2669,2669,2670,11/17/2020 19:15:39,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2670,2670,2671,11/17/2020 19:36:16,249,33,0,1,11,0,0,0,6,1,2, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2671,2671,2672,11/17/2020 19:36:41,249,25,0,1,11,1,0,1,4,1,1,42,30,72, , , , , ,0,3,5,3,4,3,4,3,5,5,4,5,5,4,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2672,2672,2673,11/17/2020 19:43:51,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2673,2673,2674,11/17/2020 19:51:57,249,61,1,1,11,1,1,0,7,1,2,45,26,71, , , , , ,0,5,5,5,3,3,5,5,3,5,3,4,5,4,3,5,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2674,2674,2675,11/17/2020 20:18:39,249,36,1,1,11,1,3,1,4,1,1,33,16,49, , , , , ,0,5,5,3,1,2,3,4,2,2,2,2,1,3,4,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2675,2675,2676,11/17/2020 21:36:27,249,33,0,1,11,1,1,0,7,1,2, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2676,2676,2677,11/17/2020 21:57:53,249,23,1,1,11,1,3,1,8,1,1,33,27,60,22,13,3,22,20,1,2,3,4,4,4,5,4,3,4,4,4,4,3,3,4,2,3,1,2,3,1,2,3,3,2,1,2,2,1,1,1,3,1,4,2,1,1,2,2,2,2,1,3,1,1,2,2,1,2,1,1,2,3,3,4,1,2,2,3
2677,2677,2678,11/17/2020 22:45:26,249,67,1,1,1,0,0,0,1,0,0,48,35,83,34,17,3,8,10,1,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,3,1,3,3,1,1,3,3,1,1,3,1,1,1,1,1,1,1,3,1,3,3,1,1,3,3,3,3,1,1,1,1,3,1,1,1,1,1,1,1
2678,2678,2679,11/17/2020 22:50:45,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2679,2679,2680,11/17/2020 22:59:13,249,31,1,1,11,1,0,1,4,1,1,29,18,47, , , , , ,0,4,4,3,2,3,4,3,2,2,2,2,2,3,4,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2680,2680,2681,11/17/2020 23:14:07,249,20,1,1,11,1,3,1,4,1,1,30,17,47, , , , , ,0,4,4,4,2,2,4,5,2,2,1,3,1,3,4,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2681,2681,2682,11/17/2020 23:26:19,249, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2682,2682,2683,11/18/2020 0:56:51,250,27,1,1,11,0,0,0,6,1,2,28,20,48, , , , , ,0,2,2,5,3,3,3,3,3,3,1,3,3,3,3,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2683,2683,2684,11/18/2020 8:41:28,250,21,1,1,11,1,1,0,1,0,0,45,30,75, , , , , ,0,4,5,4,5,4,5,4,2,5,5,5,5,5,4,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2684,2684,2685,11/18/2020 8:58:07,250,27,1,1,11,0,3,1,7,1,1,47,33,80, , , , , ,0,5,5,5,5,4,5,4,4,5,5,5,5,4,4,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2685,2685,2686,11/18/2020 9:03:33,250, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2686,2686,2687,11/18/2020 9:18:00,250,24,1,1,11,1,1,0,7,1,2,42,32,74, , , , , ,0,3,3,4,4,4,4,4,5,5,5,5,5,4,4,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2687,2687,2688,11/18/2020 9:58:30,250,45,1,0, ,0,3,1,4,1,1,47,27,74, , , , , ,0,5,3,5,1,1,5,5,5,5,5,5,5,4,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2688,2688,2689,11/18/2020 11:48:43,250,27,1,1,11,1,3,1,7,1,1,31,22,53, , , , , ,0,2,3,3,3,2,5,3,2,3,2,4,4,3,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2689,2689,2690,11/18/2020 11:59:48,250,20,0,1,11,1,1,0,0,1,4, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2690,2690,2691,11/18/2020 12:09:19,250,38,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2691,2691,2692,11/18/2020 15:01:34,250, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2692,2692,2693,11/18/2020 15:51:02,250, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2693,2693,2694,11/18/2020 16:35:17,250,35,1,1,11,0,0,0,6,1,2, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2694,2694,2695,11/18/2020 17:43:10,250,22,1,1,11,1,3,1,4,1,1, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2695,2695,2696,11/18/2020 20:26:05,250,19,1,1,11,1,3,1,0,1,1,36,24,60,30,19,10,21,27,1,4,5,3,4,3,5,4,3,4,2,3,4,3,4,4,3,2,1,2,3,4,2,3,4,3,2,3,2,3,2,3,4,3,2,2,2,3,4,3,2,2,3,3,3,2,3,1,2,2,2,3,2,2,3,3,2,1,2,4
2696,2696,2697,11/19/2020 0:23:14,251,21,1,1,11,1,1,0,3,1,3,42,35,77, , , , , ,0,4,4,4,5,5,5,3,5,5,5,5,5,5,4,5,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2697,2697,2698,11/19/2020 2:09:41,251,29,1,1,11,0,0,0,7,1,2,28,27,55,39,21,10,27,32,1,2,4,2,3,4,3,3,4,2,3,4,2,3,3,5,4,4,1,2,3,3,3,3,3,4,3,3,4,3,3,4,2,3,3,2,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3
2698,2698,2699,11/19/2020 4:48:43,251,29,0,1,11,1,1,0,6,1,2,25,19,44,30,9,4,23,23,1,1,4,3,2,2,4,4,2,2,2,2,1,3,3,5,2,2,1,2,1,2,2,3,3,3,2,1,2,1,2,1,3,2,3,3,3,1,2,3,2,2,3,4,2,3,2,2,2,2,1,1,1,3,3,2,1,3,2,2
2699,2699,2700,11/19/2020 11:01:59,251,23,1,1,2,0,3,1,7,1,1,26,28,54,36,23,6,18,26,1,5,5,2,5,4,5,3,3,2,1,5,2,1,1,4,4,2,2,1,4,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,2,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3
2700,2700,2701,11/19/2020 11:53:31,251, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2701,2701,2702,11/19/2020 12:49:25,251,60,1,1,11,0,0,0,7,1,2, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2702,2702,2703,11/19/2020 15:44:25,251, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2703,2703,2704,11/19/2020 17:28:54,251,27,1,1,11,1,3,1,6,1,1,35,29,64,33,18,4,15,17,1,4,4,3,4,4,5,4,4,3,3,4,3,4,3,4,4,4,1,1,3,2,3,4,2,1,3,3,2,1,3,1,1,3,3,1,1,1,1,2,4,3,2,1,3,1,2,3,2,1,3,1,3,2,2,1,3,3,3,1
2704,2704,2705,11/19/2020 17:38:22,251,26,1,1,11,0,0,0,1,0,0,30,21,51, , , , , ,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
